target,target_label,shot,strategy,cities_count,positive_city_count,negative_city_count,negative_r2_ratio,mean_r2,std_r2,mean_rmse,mean_mae,worst_city,worst_city_r2,r2_city_mean,rmse_city_mean,mae_city_mean,effective_shift_mean,blend_alpha_mean,shift_signal_mean,expert_weight_source_mean,expert_weight_affine_mean,expert_weight_weighted_mean,expert_error_source_mean,expert_error_affine_mean,expert_error_weighted_mean
intersection_nodes,Street Connectivity,0,source_only,118,113,5,0.0423728813559322,0.5401316363319706,0.2892798082269977,8.495631053266772,5.7135102706501,Riyadh,-1.1251391716721277,0.5401316363319706,8.495631053266772,5.7135102706501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intersection_nodes,Street Connectivity,1,shiftaware_adapt,118,114,4,0.03389830508474576,0.5567245654765344,0.23510180192572389,8.14311006450241,5.635142784585037,Cairo,-0.3464685296662629,0.5567245654765344,8.14311006450241,5.635142784585037,0.6544050306440298,0.2952982662144514,0.35573660015519615,0.3396789177296944,0.3650228160558542,0.2952982662144514,0.19552907706385048,0.19552907706385048,0.1947326462062438
intersection_nodes,Street Connectivity,1,shiftaware_no_shift,118,115,3,0.025423728813559324,0.5586107273598269,0.23318632268545156,8.143982971555728,5.623783917159459,Cairo,-0.3215220314723424,0.5586107273598269,8.143982971555728,5.623783917159459,0.0,0.2650478813860476,0.0,0.39563634468873254,0.3393157739252199,0.2650478813860476,0.19552907706385048,0.19552907706385048,0.1943733346096456
intersection_nodes,Street Connectivity,1,shiftaware_no_uncertainty,118,115,3,0.025423728813559324,0.5630939988699921,0.22737878084399926,8.0958674407946,5.556652262315808,Cairo,-0.3075632228922038,0.5630939988699921,8.0958674407946,5.556652262315808,0.6437685915823836,0.28326122658035885,0.351453894483287,0.36549111411289087,0.3512476593067502,0.28326122658035885,0.19552907706385048,0.19552907706385048,0.19473118385871585
intersection_nodes,Street Connectivity,1,source_affine_calib_safe,118,105,13,0.11016949152542373,0.35317391014872823,0.5217746131191177,9.140046796604324,6.81072956301732,Chicago,-2.6660228464646565,0.35317391014872823,9.140046796604324,6.81072956301732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intersection_nodes,Street Connectivity,1,source_only,118,113,5,0.0423728813559322,0.5398357134633054,0.28102500631291816,8.508620526892127,5.727421552400062,Riyadh,-0.9648713261223211,0.5398357134633054,8.508620526892127,5.727421552400062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intersection_nodes,Street Connectivity,1,source_weighted_retrain,118,113,5,0.0423728813559322,0.5404670689368247,0.2798834685523661,8.502207687595723,5.721916345759053,Riyadh,-0.9528095392044883,0.5404670689368247,8.502207687595723,5.721916345759053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intersection_nodes,Street Connectivity,5,shiftaware_adapt,118,117,1,0.00847457627118644,0.582127200934826,0.26992308688728606,7.289007434488994,4.905165321000542,Riyadh,-1.3757825955827003,0.582127200934826,7.289007434488994,4.905165321000542,0.4523080940767019,0.3666313559322033,0.23818901211284318,0.24629237288135594,0.3870762711864407,0.3666313559322033,0.28824321892989396,0.25794296746787754,0.2876464228325417
intersection_nodes,Street Connectivity,5,shiftaware_no_shift,118,117,1,0.00847457627118644,0.5828001520618459,0.26666572175783154,7.295090713983675,4.907917307367433,Riyadh,-1.332022464315482,0.5828001520618459,7.295090713983675,4.907917307367433,0.0,0.34348516949152547,0.0,0.27595338983050843,0.38056144067796605,0.34348516949152547,0.28824321892989396,0.25794296746787754,0.28750975990622857
intersection_nodes,Street Connectivity,5,shiftaware_no_uncertainty,118,117,1,0.00847457627118644,0.5836615983143246,0.2661984575207301,7.316270675121395,4.90001479446759,Riyadh,-1.3420202497847136,0.5836615983143246,7.316270675121395,4.90001479446759,0.4432521258455525,0.35609110169491526,0.23393281741054495,0.2730932203389831,0.37081567796610165,0.35609110169491526,0.28824321892989396,0.25794296746787754,0.2876617064984741
