target,target_label,shot,strategy,holdout_city,r2_city_mean,rmse_city_mean,mae_city_mean,seeds_count,effective_shift_mean,blend_alpha_mean,shift_signal_mean,expert_weight_source_mean,expert_weight_affine_mean,expert_weight_weighted_mean,expert_error_source_mean,expert_error_affine_mean,expert_error_weighted_mean
intersection_nodes,Street Connectivity,0,source_only,Abidjan,0.6961300577596393,3.662335006865514,2.7066040355290384,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,AbuDhabi,0.5949820314931704,6.291982863681048,4.409701697383155,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Accra,0.7331452460692125,3.298029680008793,2.114107565522765,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,AddisAbaba,0.5392798702979378,2.410327951865265,1.5790329667959808,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Adelaide,0.713763405135847,10.418846684555897,8.199416910050486,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Algiers,0.8227066919772266,3.545760578655832,2.554812892076084,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Amsterdam,0.8046639737952055,5.619084914444967,3.4511490486539302,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Asunción,0.8268860701089955,4.216349856652067,2.7885620686725368,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Atlanta,-0.3794182051762424,35.29439181743702,29.84025071375892,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Auckland,0.7475838102710144,15.269416910313073,9.985979408764097,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Baghdad,0.18509830672495953,5.089758671984773,3.9423145221602756,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Bangalore,0.5884864317032803,8.196915590557328,5.163272527313604,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Bangkok,0.3478373221091535,5.496641379969061,4.250735038242492,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Barcelona,-0.04552812253445648,52.87922638200624,41.414915501031416,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Beijing,0.8449926003812275,1.5474097083872094,1.2462123330309438,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Beirut,0.7343388814267702,4.635360288667473,3.1403838723273862,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Bengaluru,0.15656526352888675,9.1630682322494,6.359723324860345,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Berlin,0.6617402242087851,6.448956460818283,4.783536466481686,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Bogota,0.8317293860562589,6.833504084693853,4.315071031936364,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Bogotá,0.4224018087092418,9.32973994425982,7.177005599823154,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Brasília,0.7688645571629114,4.33169427008819,3.245374632118018,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Brussels,0.6400246437478243,19.168452778962187,12.947191298280554,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Budapest,0.789524319395375,13.654534947210935,9.875776004291716,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,BuenosAires,0.8630123319475845,4.890608023748349,3.313475558758461,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Busan,0.6200613817092506,3.756506118163333,2.689529023242261,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Cairo,-0.03893385897924732,4.016471772003417,3.363941137641735,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Cali,0.3278367545530778,15.19700096625667,11.394610766671,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,CapeTown,0.6676619647492048,7.479691494581769,4.721265206482068,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Caracas,0.590689511382517,5.794019669558715,3.9788660176190582,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Casablanca,0.5433243087696756,6.540785969416606,4.626650612704328,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Changchun,0.14859105524681504,1.7207148939535788,1.325749479571272,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Changsha,0.19293461750665888,2.0654459337686744,1.5728039839579315,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Chengdu,0.5975194738157174,2.985116220471159,2.1068224770048043,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Chennai,0.6105638455015369,4.209231700750183,2.6739722532531056,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Chicago,0.8432589586942487,10.651601330155238,5.549794480137871,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Colombo,0.7402290719653858,3.6422317152273083,2.8299028186999964,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Copenhagen,0.7150849407471312,9.157060421575254,7.130480682034874,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Dakar,0.6565990975053937,3.6230937827592284,2.597796146296653,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Dalian,0.7830733857346958,3.2797105668485367,2.147881698271936,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Dallas,0.5711459447293359,24.56123725763746,16.73087162154063,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Delhi,0.47556081987067167,5.481342958583162,3.677181953877271,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Detroit,0.5576203768741578,20.14511729002816,12.974280426181583,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Dhaka,0.2581183139572487,2.9945775795664,2.1993418375577223,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Doha,0.3942188885092669,15.979356306716882,11.199021321767994,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Dongguan,0.5085164547947915,2.8818465952446344,2.0178949327151114,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Dubai,0.8991188497343828,3.884299786798864,2.1602381987195978,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Dublin,0.8084516214316679,9.277901000435193,7.100364094274549,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Guayaquil,0.6049369746162511,4.420011165830579,3.1515751840579886,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Hanoi,0.7536172465648829,9.311924948363528,5.25853283717981,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Harbin,0.2765293957766284,1.506350956147399,0.9525624756490252,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Hefei,0.5989380091890188,2.029815247208546,1.555250787353151,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Helsinki,0.7573452932485681,28.744970781154976,18.071728478380507,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,HongKong,0.9256643153443508,5.626419346925251,1.4519315781138222,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Houston,0.4177785404942387,17.902632162846192,11.364367557368166,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Hyderabad,0.3537650582096643,3.523228527343278,2.915019881875885,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Islamabad,0.20715690609803794,2.7652298159155024,2.1234654996932263,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Istanbul,0.679179661764973,5.145921755907208,3.0611317327591747,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Jakarta,0.039017860585513015,13.040068524131495,8.736671823873614,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Jeddah,0.30896459439820745,2.109745992062008,1.6440200041825486,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Johannesburg,0.3860666411337465,4.07440278123598,2.947468418028662,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Kampala,-0.026759253511332324,4.372255080113167,3.7844384861678333,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Karachi,0.6251931167709647,4.584908000396012,3.4396179535326086,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Khartoum,0.3073392011394814,3.0362869048418264,2.147496506656473,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Kinshasa,0.4376779025031263,1.8586774970881292,1.4039140510174806,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,KualaLumpur,0.6166696929887813,10.612191616100134,7.4669134284890815,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Kunming,0.6433873946572848,3.459937023994821,2.590418188918245,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,KuwaitCity,0.702410420804346,6.324945641846564,3.891981668437353,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,LaPaz,0.905711695220813,13.754952357768335,5.901795997615553,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Lagos,0.5869769342387442,1.7728805742190183,1.115748807071532,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Lanzhou,0.661450368784672,3.1733566826726323,2.395520480406114,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Lhasa,0.42539285789125514,1.8330344414333533,1.1590355179668559,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Lima,0.7411555451949174,6.2619245721491215,3.693425237451682,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Lisbon,0.6118264890032401,20.00290510164688,12.218818296676243,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,London,0.485044284940315,4.112942406563779,3.0645142126636014,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,LosAngeles,0.10024762042900734,16.912725356648295,8.063958049418192,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Luanda,0.7682148446563614,4.194274312227247,2.881825061530095,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Lucknow,0.5373738315989416,2.321550098936556,1.8253102946823763,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Madrid,0.803054211704348,6.933397803430506,5.013293311154402,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Manila,0.7220695403635327,4.387104321739496,2.965731345064008,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Maputo,0.6551353466594808,4.105725789100458,2.3704311621727063,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,MexicoCity,0.6598555304516491,6.540054792165831,4.123249085101689,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Miami,0.8466184577581722,7.249326476608834,4.2103955959419155,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Montreal,0.13144705439422144,56.78615577937936,44.10120938626388,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Mumbai,0.7920363467559753,0.8093735279329796,0.2470814406962152,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Nairobi,0.7059660679982536,4.538319276107877,2.561518554576572,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,NewYork,0.3579453273560871,12.412067255869399,6.129496252602883,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Paris,0.3475692666323467,24.098954048472372,13.109583238481507,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Perth,0.7945385822378097,8.63308302591186,6.085679829065447,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,PhnomPenh,0.5214320976347979,4.805851994478945,3.705228178893349,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Phoenix,0.511720972721361,10.988107793414082,7.782635765590278,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Prague,0.11295379613179057,24.492414943479037,18.26618278035795,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Pune,0.4704626527253887,7.061158950890706,3.59029851674621,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Quito,0.846713475301047,9.153656035504708,5.422699813530792,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,RioDeJaneiro,0.772489907112771,3.669648811261792,2.159162978470357,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Riyadh,-1.1251391716721277,3.7585718888549238,3.1675660472909377,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Rome,0.8112747777897866,12.347365081061673,6.766246530347457,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,SanDiego,0.6400792114668004,19.21300745959293,11.231023543539422,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Santiago,0.5249015544049707,9.441479418019265,6.539855526185131,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,SaoPaulo,0.3278641249015145,9.159751140115992,7.608029938162544,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Seoul,0.6990006985161878,4.141732752310614,2.4616180597485764,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Shanghai,0.6971438207744847,3.112614523744345,2.3088994403745327,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Shenyang,0.43984580319626543,1.4157880412838937,1.1244055113436586,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Shijiazhuang,0.40069353312350636,1.2949129560220414,0.8840138034948285,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Singapore,0.46951502371212667,19.227281370823473,11.247647570825858,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Surabaya,0.38027209938719414,5.777416786679469,4.451325378094037,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Suzhou,0.6380390934413049,1.5790286598852203,1.2335990118774969,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Taiyuan,0.577442540491206,3.2927096805413445,2.0062709249729456,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Tokyo,0.2920809888116235,24.848622512095393,11.069484991859223,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Toronto,0.7080769693989782,5.745744123320282,2.7801815909611625,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Tunis,0.7887344198853258,3.201455485732278,2.301664791405148,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Urumqi,0.44646738915425477,1.7488061722740535,1.2944633552537477,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Vancouver,0.480988439711868,11.561130982395362,6.810592226744912,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Vienna,0.8600500747579864,4.604039540414818,3.4935748854662507,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Vientiane,0.4675736882174678,3.007210359828106,2.3017022574214927,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Wellington,0.8261364619152697,13.469398905624962,7.368007487695046,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Xi'an,0.18254651338394795,1.088680765993693,0.8890012861614346,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Yangon,0.6500188934586233,2.778914916643928,2.0423629187496215,8,,,,,,,,,
intersection_nodes,Street Connectivity,0,source_only,Zurich,0.7015873751665436,20.197172104171845,15.116472938722268,8,,,,,,,,,
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Abidjan,0.7034392371485723,3.6217777805090754,2.7094926001309076,8,0.2735602031828794,0.44375,0.13926025760079955,0.30625,0.25,0.44375,0.13341047116039392,0.14055509121920445,0.13313858273400075
intersection_nodes,Street Connectivity,10,shiftaware_adapt,AbuDhabi,0.5905623997755333,6.271134061741351,4.5623156269804195,8,0.2902285660941535,0.44375,0.15011679500068667,0.29375,0.2625,0.44375,0.25239094037784254,0.2578541906605246,0.25169247693185925
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Accra,0.6147521081422623,4.277764714922265,2.5064938747174796,8,0.47920282766153555,0.38125,0.25171588124374167,0.2625,0.35625,0.38125,0.11681297751217742,0.14646508192530572,0.11650672570412898
intersection_nodes,Street Connectivity,10,shiftaware_adapt,AddisAbaba,0.08226025664614516,2.8006632706078967,1.7634075467743182,8,0.5216563236223847,0.34375,0.2733412782892892,0.23125,0.425,0.34375,0.0951416158484564,0.10148771631777287,0.09506111393383769
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Adelaide,0.7616402558076063,9.560471595973814,7.511904288080128,8,0.3005488576781036,0.36875,0.15043394341508126,0.2,0.43125,0.36875,0.4034773997453889,0.36737724562816915,0.4025111962209422
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Algiers,0.8392350733343529,3.454688566721379,2.484848469688927,8,0.27890375834379044,0.44375000000000003,0.14113067466346424,0.325,0.23125,0.44375000000000003,0.11443444224813448,0.12080212508845835,0.11462782944660914
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Amsterdam,0.7781741111729618,5.679719827889682,3.561023879995244,8,0.40439816871097894,0.4,0.20264174728370346,0.2625,0.3375,0.4,0.18040415200600946,0.1612728407748323,0.18077750580245866
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Asunción,0.7890534691768052,4.562948883453939,2.9533485431699575,8,0.4199287154192962,0.49375,0.21077130577036973,0.35625,0.15,0.49375,0.15704632520945008,0.19653872941407743,0.1568031110532629
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Atlanta,0.6564693248754434,17.640832033767907,13.574963200507765,8,0.40848705702913707,0.03125,0.2101887362127661,0.0,0.96875,0.03125,1.2348079759176858,0.5126992248062855,1.2197190906640554
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Auckland,0.8287522803192893,12.536904688135246,9.021736214736364,8,0.6337342568502284,0.36875,0.46807957989406573,0.08125,0.55,0.36875,0.6426500073844735,0.547549192579735,0.6351573633475585
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Baghdad,0.3057938545990642,4.575492895261396,3.197852579495237,8,0.3221936789875989,0.3,0.16805770290286867,0.18125000000000002,0.51875,0.3,0.18383103170305812,0.1598759670031893,0.18169341546122256
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Bangalore,0.6254105418543352,7.796234434458815,5.106920331040527,8,0.6028523572316221,0.4625,0.34920254255936956,0.2625,0.27499999999999997,0.4625,0.25508408489416806,0.2713934808320778,0.2560471980545157
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Bangkok,0.2698625781696593,6.094394628106826,4.591441186523999,8,0.32664414422421734,0.47500000000000003,0.16439564031852336,0.35,0.175,0.47500000000000003,0.1802586999304955,0.19977117618067242,0.18005865980437044
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Barcelona,0.6818703242403201,28.983220722314627,21.194580499359944,8,0.8015752192785156,0.0625,0.4028361528895174,0.0,0.9375,0.0625,2.052249032941545,1.2174703871011376,2.024520597661165
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Beijing,0.7249936288380008,1.6664539421060474,1.3106252649968413,8,0.29498460990603037,0.48750000000000004,0.15278002093061283,0.3875,0.125,0.48750000000000004,0.05998540159764144,0.07950616596861396,0.059866696261399496
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Beirut,0.7896766792526991,4.083510767263128,2.9619335646046117,8,0.3286559229110575,0.33125,0.1741122201933413,0.1875,0.48125,0.33125,0.17183281983960028,0.14256666492170667,0.17162855050604595
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Bengaluru,0.2753682197752297,8.52723433137009,6.342992953952921,8,0.4309273830448723,0.35,0.226966412035828,0.1625,0.4875,0.35,0.3278713525812772,0.30277009291398593,0.3265742306638089
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Berlin,0.42853794454310673,7.506096784290993,5.463386006419624,8,0.30931367056276815,0.43125,0.16471105947262285,0.28750000000000003,0.28125,0.43125,0.21551163829883047,0.24422602940344323,0.21551868819626435
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Bogota,0.9215033288268696,4.088754965669781,2.6432284233733716,8,0.32809727323584326,0.23125,0.17184089181797693,0.08750000000000001,0.68125,0.23125,0.28171185465575665,0.16698021585680334,0.28013301873022484
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Bogotá,0.658511852598037,7.17539534661406,5.435343088571431,8,0.4335329631282183,0.29375,0.22129524541036655,0.10625,0.6,0.29375,0.33988761318127914,0.27250501316545567,0.33822059882607775
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Brasília,0.769666742691886,4.303156563423028,3.24336131510446,8,0.4001343163365392,0.46875,0.21787006266547637,0.34375,0.1875,0.46875,0.13788544113049483,0.16372030604555765,0.13800679097053564
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Brussels,0.7054989216848186,17.601916199410155,11.896762350132523,8,0.9800921270275423,0.45625,0.4900460635137711,0.16875,0.375,0.45625,0.5388331489162461,0.5306360351177551,0.5387012822372409
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Budapest,0.8180827108640074,12.766820133455916,8.651950073824725,8,0.7130927251511416,0.34375,0.35654636257557076,0.1,0.55625,0.34375,0.4716026794694087,0.4327306186540947,0.46578777535665106
intersection_nodes,Street Connectivity,10,shiftaware_adapt,BuenosAires,0.7823312429588689,4.494088730238592,3.0857664578961397,8,0.39085988927837917,0.3625,0.19941992093030425,0.21875,0.41875,0.3625,0.17695141056326574,0.2032048189875835,0.17665973474189361
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Busan,0.6648192257291341,3.528668559407143,2.551537656008445,8,0.3012663337808135,0.375,0.162222952947828,0.25625,0.36875,0.375,0.12105132754562288,0.11827687615232008,0.12085361387242734
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Cairo,0.14992119724138422,3.2225648765227226,2.4515363399424155,8,0.38775888340916587,0.3125,0.19572402643319864,0.15625,0.53125,0.3125,0.158304973349355,0.13617311672512664,0.15698159737495904
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Cali,0.8226025176951491,7.801432626527238,5.927734348223877,8,0.48415911612048024,0.08125,0.24294279110883887,0.0,0.91875,0.08125,0.49341025345908707,0.22565902328431214,0.48554511919895743
intersection_nodes,Street Connectivity,10,shiftaware_adapt,CapeTown,0.81094693762599,5.359442468688813,3.50363119960436,8,0.4322160515140112,0.19375,0.2204040590690767,0.075,0.73125,0.19375,0.253664229186772,0.14962772837877894,0.25338692078519426
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Caracas,0.7793864781580994,4.237322490894822,3.0258201606107553,8,0.404098773084942,0.23750000000000002,0.20470555067146137,0.11875,0.64375,0.23750000000000002,0.19771430777653215,0.14461495089968734,0.1976610471112195
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Casablanca,0.6520151615400551,5.643363790360132,4.157997314694736,8,0.2751532326121374,0.30625,0.14340384880286974,0.16875,0.525,0.30625,0.24369806684879242,0.1860306962707073,0.24317972932305898
intersection_nodes,Street Connectivity,10,shiftaware_adapt,Changchun,0.3836130324174956,1.4338299327216928,1.0284042792852053,8,0.4347000110237489,0.31875,0.22139329404452054,0.18125,0.5,0.31875,0.06427833714297561,0.05543741108328694,0.06354506675715
